[29-Apr-2022 09:38:33 UTC] PHP Parse error:  syntax error, unexpected '?>' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\templates\front\vendor-list.php on line 35
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'customer_ip_address' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'transaction_id' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'customer_user_agent' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'billing_first_name' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'billing_last_name' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'billing_company' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'billing_address_1' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'billing_address_2' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'billing_city' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'billing_state' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'billing_postcode' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'billing_country' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'billing_email' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'billing_phone' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'shipping_first_name' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'shipping_last_name' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'shipping_company' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'shipping_address_1' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'shipping_address_2' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'shipping_city' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'shipping_state' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'shipping_postcode' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'shipping_country' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'shipping_phone' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'created_via' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'version' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'prices_include_tax' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'cart_hash' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'order_key' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'date_paid' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'date_completed' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'shipping_tax' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'shipping_total' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'discount_tax' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'id' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'status' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'currency' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'cart_tax' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'total' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'customer_id' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'billing_email' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'date_created' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'date_modified' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'parent_id' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'payment_method' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'payment_method_title' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'customer_ip_address' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'transaction_id' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'customer_user_agent' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'billing_first_name' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'billing_last_name' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'billing_company' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'billing_address_1' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'billing_address_2' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'billing_city' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'billing_state' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'billing_postcode' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'billing_country' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'billing_email' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'billing_phone' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'shipping_first_name' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'shipping_last_name' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'shipping_company' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'shipping_address_1' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'shipping_address_2' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'shipping_city' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'shipping_state' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:52:35 UTC] PHP Notice:  Trying to get property 'shipping_postcode' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
